event_id,mode,reason,bus,id_hex,byte,bit_lsb0,bit_out,expected,score,idle_samples,open_samples,action_samples,action_transitions,press_count,overflow,rule
17,button,exact_press_release_count,0,473,6,2,2,1,1068.0,82,0,8,6,3,False,"B:0,ID:473,BY:6,BI:2,D:1;"
17,button,exact_press_release_count,0,473,7,4,4,1,1068.0,82,0,8,6,3,False,"B:0,ID:473,BY:7,BI:4,D:1;"
17,button,exact_press_release_count,0,473,1,3,3,1,1067.0,82,0,7,6,3,False,"B:0,ID:473,BY:1,BI:3,D:1;"
17,button,exact_press_release_count,0,473,7,1,1,1,1067.0,82,0,7,6,3,False,"B:0,ID:473,BY:7,BI:1,D:1;"
17,button,exact_press_release_count,0,473,7,7,7,1,1067.0,82,0,7,6,3,False,"B:0,ID:473,BY:7,BI:7,D:1;"
17,button,exact_press_release_count,0,473,1,2,2,1,1066.0,82,0,6,6,3,False,"B:0,ID:473,BY:1,BI:2,D:1;"
17,button,exact_press_release_count,0,473,2,1,1,1,1066.0,82,0,6,6,3,False,"B:0,ID:473,BY:2,BI:1,D:1;"
17,button,exact_press_release_count,0,473,1,7,7,1,1065.0,82,0,5,6,3,False,"B:0,ID:473,BY:1,BI:7,D:1;"
17,button,exact_press_release_count,0,473,2,6,6,1,1065.0,82,0,5,6,3,False,"B:0,ID:473,BY:2,BI:6,D:1;"
17,button,exact_press_release_count,0,473,2,3,3,1,1064.0,82,0,4,6,3,False,"B:0,ID:473,BY:2,BI:3,D:1;"
17,button,exact_press_release_count,0,473,1,4,4,1,1063.0,82,0,3,6,3,False,"B:0,ID:473,BY:1,BI:4,D:1;"
